Unnamed: 0,Text,Place Name,Country name EN,Wiki Title,id,gemini-flash,gemini-flash_loc,gemini-flash_faiss,gemini-pro,train
310,"Atlántida is also the name of the municipality to which the town belongs and which includes a few more resort towns to the north and to the west of the town, i.e.",AtlÃ¡ntida,uruguay,"AtlÃ¡ntida, Uruguay",310,uruguay,atlÃ£Â¡ntida,['united states'],uruguay,2
724,"Panjakent (Tajik: Панҷакент), or Penjikent (Russian: Пенджикент) is a city in the Sughd province of Tajikistan on the river Zeravshan, with a population of 52,500 (2020 estimate).",Panjakent,tajikistan,Panjakent,724,tajikistan,panjakent,['tajikistan'],tajikistan,2
356,Akbou is located in the upper Soummam River valley on the eastern flank of the Djurdjura.,Akbou,algeria,Akbou,1101,algeria,akbou,['algeria'],algeria,2
499,Al Mahwit (Arabic: ٱلْمَحْوِيْت Al-Maḥwīt) is one of the governorates of Yemen.,Al Maá¸©wÄ«t,yemen,Al Mahwit Governorate,1244,yemen,al mahwit,['yemen'],yemen,2
304,"Megarine (Arabic: اﻟﻤﻘﺎرﻳﻦ) is a town and commune in Touggourt Province, Algeria, located just north of the city of Touggourt.",Megarine,algeria,Megarine,1049,algeria,megarine,['algeria'],algeria,2
527,Bordj Bou Arréridj is well-connected to other urban centres by road and rail.,Bordj Bou Arreridj,algeria,Bordj Bou ArrÃ©ridj,1272,algeria,bordj bou arrÃ£Â©ridj,['algeria'],algeria,2
584,"A village was first founded in the fields of ranchers Don Francisco Fernández and Don Francisco Lascano, by decree of 10 February 1876.",Lascano,uruguay,Lascano,584,no,no,['myanmar'],no,2
483,Around this harbour grew the Casbah of Dellys.,Dellys,algeria,Dellys,1228,algeria,dellys,['algeria'],algeria,2
620,Georgetown is the capital and largest city of Guyana.,Georgetown,guyana,"Georgetown, Guyana",620,guyana,georgetown,"['united states', 'australia', 'saint vincent and the grenadines', 'saint helena, ascension and tristan da cunha', 'guyana']",guyana,2
846,"Harad District (Arabic: مديرية حرض Mudīriyya Ḥaraḍ) is a district of the Hajjah Governorate, Yemen.",á¸¨araá¸,yemen,Harad District,1591,yemen,yemen,['yemen'],yemen,2
906,Amizour (Arabic: أميزور) is a commune in northern Algeria in the Béjaïa Province.,Amizour,algeria,Amizour,1651,algeria,amizour,['algeria'],algeria,2
623,"Blida is surrounded by a wall of considerable extent, pierced by six gates, and is further defended by Port Mimieh, crowning a steep hill on the left bank of the river.",Blida,algeria,Blida,1368,algeria,blida,['algeria'],algeria,2
484,"Zinjibar (Arabic: زِنْجِبَار Zinjibār) is a port and coastal town in south-central Yemen, the capital of Zinjibar District and the Abyan Governorate.",ZinjibÄr,yemen,Zinjibar,1229,yemen,yemen,['yemen'],yemen,2
664,"Attard's traditional Latin motto is Florigera rosis halo (""I perfume the air with my blossoms"") due to its many flower gardens and citrus orchards.",Attard,malta,Attard,664,malta,attard,['malta'],malta,2
493,Mosta celebrates the parish feast of the Assumption every 15 August.,Mosta,malta,Mosta,493,malta,mosta,['malta'],malta,2
851,Ténès was founded as a Phoenician port in or before the 8th century BC.,TÃ©nÃ¨s,algeria,TÃ©nÃ¨s,1596,algeria,tÃ£Â©nÃ£Â¨s,['hungary'],algeria,2
614,"Vakhsh (Tajik: Вахш, وخش) is a city in southwestern Tajikistan.",Vakhsh,tajikistan,"Vakhsh, Tajikistan",614,tajikistan,tajikistan,['tajikistan'],tajikistan,2
660,A port was first established at Marsa by the Phoenicians.,Marsa,malta,"Marsa, Malta",660,malta,marsa,['malta'],malta,2
900,"Chemini is located on the bank of Soummam River, in the western part of the Béjaïa Province.",Chemini,algeria,Chemini,1645,algeria,bÃ£Â©jaÃ£Â¯a province,['nepal'],algeria,2
644,"Zabid (Arabic: زَبِيد) (also spelled Zabīd, Zabeed and Zebid) is a town with an urban population of around 52,590 people, located on Yemen's western coastal plain.",ZabÄ«d,yemen,Zabid,1389,yemen,zabid,['yemen'],yemen,2
608,As-Salif is located at around 15°18′39″N 42°40′23″E.,AÅ ÅalÄ«f,yemen,As-Salif,1353,yemen,as-salif,['yemen'],yemen,2
87,Yarim was captured by the Houthis in October 2014 as part of the Houthi insurgency in Yemen.,YarÄ«m,yemen,Yarim,832,yemen,yemen,['yemen'],yemen,2
357,"Midi District (Arabic: مديرية ميدي) is a district of the Hajjah Governorate, Yemen.",MÄ«dÄ«,yemen,Midi District,1102,yemen,yemen,['yemen'],yemen,2
327,"The city hosted the  2014 Formula E Championship and the Gran Premio de Punta del Este receiving national, South American and international competitions.",Punta del Este,uruguay,Punta del Este,327,uruguay,punta del este,['uruguay'],uruguay,2
254,"Near Masunga are the hills of Domboshaba, which hold a ruined outpost of the Kalanga Empire, more like Great Zimbabwe (Mutapa).",Masunga,botswana,Masunga,254,botswana,domboshaba,"[""cÃ´te d'ivoire""]",botswana,2
801,"Other names for Ibb, is ""The Land of Green",Ibb,yemen,Ibb,1546,yemen,ibb,['yemen'],yemen,2
322,Punta del Este (Spanish pronunciation: [ˈpunta ðel ˈeste]) is a seaside city and peninsula on the Atlantic Coast in the Maldonado Department of southeastern Uruguay.,Punta del Este,uruguay,Punta del Este,322,uruguay,punta del este,['uruguay'],uruguay,2
687,"Algiers is situated on the west side of the Bay of Algiers, in the Mediterranean Sea.",Algiers,algeria,Algiers,1432,algeria,algiers,['algeria'],algeria,2
554,Tranqueras is a city in the Rivera Department of northeastern Uruguay.,Tranqueras,uruguay,Tranqueras,554,uruguay,tranqueras,['uruguay'],uruguay,2
680,"Tlokweng stands on the other side of the river, and is on the road to the border with South Africa, the border post being just 15 km to the east.",Tlokweng,botswana,Tlokweng,680,botswana,tlokweng,['botswana'],south africa,2
73,"Ghardaïa (Arabic: غرداية, Tumzabt: Taɣerdayt) is the capital city of Ghardaïa Province, Algeria.",GhardaÃ¯a,algeria,GhardaÃ¯a,818,algeria,ghardaÃ¯a,['algeria'],algeria,2
669,"Béni Abbès (Arabic: بني عباس), also known as the Pearl of the Saoura, and also as the White Oasis, is a town and commune located in western Algeria in Béchar Province, 241 km (150 mi) far from the provincial capital Béchar, and 1,200 km (746 mi) from Algiers.",BÃ©ni AbbÃ¨s,algeria,BÃ©ni AbbÃ¨s,1414,algeria,bÃ£Â©ni abbÃ£Â¨s,['italy'],algeria,2
628,"Béjaïa (; French: [beʒaja]; Arabic: بجاية, Bijāya, [bid͡ʒaːja], Kabyle: Bgayet) formerly Bougie and Bugia, is a Mediterranean port city and commune on the Gulf of Béjaïa in Algeria; it is the capital of Béjaïa Province, Kabylia.",BÃ©jaÃ¯a,algeria,BÃ©jaÃ¯a,1373,algeria,bÃ£Â©jaÃ£Â¯a,"[""cÃ´te d'ivoire""]",algeria,2
177,"Anna Regina stands on the Atlantic coast, northwest of the mouth of the Essequibo River, 19 km north of Adventure, and was established as a town in 1970.",Anna Regina,guyana,Anna Regina,177,guyana,anna regina,['guyana'],guyana,2
661,"The municipality of Saoula serves as a gateway to larger parts of Algiers, most notably Birkhadem.",Saoula,algeria,Saoula,1406,algeria,algiers,['algeria'],algeria,2
885,N'Gaous is the site of the ancient city of Nicives.,NâGaous,algeria,N'Gaous,1630,algeria,n'gaous,['algeria'],algeria,2
366,"Afar Al Miftah (Arabic: عفار آل مفتاح) is a sub-district located in the Al Malagim District, Al Bayda Governorate, Yemen.",Al MiftÄá¸©,yemen,Afar Al Miftah,1111,yemen,yemen,['yemen'],yemen,2
86,"The village is dominated by large rock formations, the largest being Thamaga Hill.",Thamaga,botswana,Thamaga,86,botswana,no,['myanmar'],botswana,2
154,"Aïn Beïda (Arabic: عين البيضاء) is a city and municipality (baladiyah) located in Oum El Bouaghi Province, Algeria, south east of Constantine and north of Khenchla, inhabited by Chaouis and Arabs.",AÃ¯n BeÃ¯da,algeria,"AÃ¯n BeÃ¯da, Oum El Bouaghi",899,algeria,aÃ¯n beÃ¯da,['morocco'],algeria,2
424,"Aden is divided into eight districts: Tawahi, Mualla, Crater, Khur Maksar, Al Mansura, Dar Sad, Sheikh Othman, and Al Buraiqa.",Aden,yemen,Aden,1169,yemen,aden,['yemen'],yemen,2
830,Timizart also has some breathtaking views,Timizart,algeria,Timizart,1575,algeria,timizart,['algeria'],algeria,2
365,"On 13 June 1906, its status was established as ""Pueblo"" (village) by the Act of Ley N° 3.042, at the time serving as head of the judicial section of ""Estación Sarandí"".",SarandÃ­ Grande,uruguay,SarandÃ­ Grande,365,argentina,estaciÃ£Â³n sarandÃ£Â­,"[""cÃ´te d'ivoire""]",argentina,2
910,"Bairiki is a town located in South Tarawa, Kiribati.",Bairiki Village,kiribati,Bairiki,1655,kiribati,kiribati,"['congo, the democratic republic of the']",kiribati,2
220,It is the capital of El Bayadh Province.,El Bayadh,algeria,El Bayadh,965,algeria,el bayadh province,['algeria'],algeria,2
265,The river Río San José flows along the northeastern and eastern limits of the city.,San JosÃ© de Mayo,uruguay,San JosÃ© de Mayo,265,no,no,['myanmar'],no,2
287,"The people in Tonota are said to be Bakhurutshe who fought against some other tribes they found there and after winning the war, they owned the land and they became 'Ba bina kgama le phofu'.",Tonota,botswana,Tonota,287,botswana,tonota,['botswana'],botswana,2
902,The commune of Chemini corresponds to the former commune of Djenane during the French occupation.,Chemini,algeria,Chemini,1647,algeria,no,['myanmar'],algeria,2
358,"Siġġiewi (Maltese: Is-Siġġiewi, [sɪdˈd͡ʒɪːwɪ]), also called by its title Città Ferdinand, is a city and a local council in the Southern Region of Malta.",SiÄ¡Ä¡iewi,malta,SiÄ¡Ä¡iewi,358,malta,siÃ¤Â¡Ã¤Â¡iewi,['spain'],malta,2
54,"The town is important because it has a port, the Rosignol Stelling, that used to be the main crossing point on the western bank of the Berbice River.",Rosignol,guyana,Rosignol,54,guyana,rosignol stelling,['guyana'],guyana,2
674,"Béni Abbès is written in Arabic بني عباس, Bani Abbas (""The children of Abbas"").",BÃ©ni AbbÃ¨s,algeria,BÃ©ni AbbÃ¨s,1419,algeria,bÃ£Â©ni abbÃ£Â¨s,['italy'],algeria,2
696,Nisab District is a district of the Shabwah Governorate in Yemen.,NiÅÄb,yemen,Nisab District,1441,yemen,nisab district,['gambia'],yemen,2
558,Relizane or Ghilizan (Arabic: غلیزان; is a city in Algeria.,Relizane,algeria,Relizane,1303,algeria,algeria,['algeria'],algeria,2
875,"From about 1800 onwards Al Luḩayyah was a part of the Ottoman Empire, and in 1912 suffered damage during the Italo-Turkish War.",Al Luá¸©ayyah,yemen,Al Luá¸©ayyah,1620,yemen,al luḩayyah,"['norway', 'sweden']",turkey,2
679,"Tlokweng is a peri-urban settlement classified as an urban  village located east of the capital of Botswana, Gaborone and falling under the jurisdiction of South East District Council.",Tlokweng,botswana,Tlokweng,679,botswana,tlokweng,['botswana'],botswana,2
676,"Azazga(عزازقة), is a town in the Tizi Ouzou Province in northern Algeria.",Azazga,algeria,Azazga,1421,algeria,azazga(Ã¸Â¹Ã¸Â²Ã¸Â§Ã¸Â²Ã¹ÂÃ¸Â©),['algeria'],algeria,2
155,"Thus, Aïn Beïda literally means ""White spring"".",AÃ¯n BeÃ¯da,algeria,"AÃ¯n BeÃ¯da, Oum El Bouaghi",900,algeria,aÃ£Â¯n beÃ£Â¯da,['china'],algeria,2
221,"Although officially still a village, Maun has developed rapidly from a rural frontier town and has spread along the Thamalakane River.",Maun,botswana,"Maun, Botswana",221,botswana,maun,['botswana'],botswana,2
113,"He moved his tribe to Kanye after losing a battle to the nearby Kwena tribe, fortifying the existing Kanye Hill with stone walls.",Kanye,botswana,"Kanye, Botswana",113,botswana,kanye,['botswana'],botswana,2
700,Paso de los Toros (Bulls' Pass)  is a city of the Tacuarembó Department in Uruguay.,Paso de los Toros,uruguay,Paso de los Toros,700,uruguay,paso de los toros,['uruguay'],uruguay,2
527,"Hukuntsi, meaning ""many corners"", is named for its status as one of the four major villages in its region of the Kgalagadi Desert.",Hukuntsi,botswana,Hukuntsi,527,botswana,hukuntsi,['botswana'],botswana,2
284,"Timimoun lies on the N51 national highway, a road which runs roughly west to east from the N6 (connecting to Béchar in the north and Adrar in the south) to the N1 (connecting from Ghardaïa in the north to In Salah and Tamanrasset in the south).",Timimoun,algeria,Timimoun,1029,algeria,timimoun,['algeria'],algeria,2
712,"Mmadinare is a village in the Central District of Botswana, 15 kilometers from Selibe Phikwe.",Mmadinare,botswana,Mmadinare,712,botswana,mmadinare,['botswana'],botswana,2
497,"In the Middle Ages, Mosta was a small hamlet amongst a number of other hamlets, each sparsely populated.",Mosta,malta,Mosta,497,malta,mosta,['malta'],malta,2
174,"The city was founded on 24 April 1809 with this name, Florida, in honor of the count of Floridablanca, the prime minister of the Spanish crown.",Florida,uruguay,"Florida, Uruguay",174,no,florida,"['costa rica', 'honduras', 'uruguay', 'cuba', 'puerto rico', 'colombia', 'united states']",uruguay,2
560,"By 1837, San Fructuoso was a growing town.",TacuarembÃ³,uruguay,TacuarembÃ³,560,no,san fructuoso,['italy'],uruguay,2
329,"Suwayr District  (Arabic: مديرية صوير) is a district of the 'Amran Governorate, Yemen.",Åuwayr,yemen,Suwayr District,1074,yemen,suwayr district,['pakistan'],yemen,2
74,"The commune of Ghardaïa has a population of 93,423 according to the 2008 census, up from 87,599 in 1998, with an annual growth rate of 0.7%.",GhardaÃ¯a,algeria,GhardaÃ¯a,819,algeria,ghardaÃ£Â¯a,"[""cÃ´te d'ivoire""]",algeria,2
553,Sig is about 44 kilometres (27 mi) east of Oran and 450 kilometres (280 mi) from Algiers.,Sig,algeria,"Sig, Algeria",1298,algeria,sig,['algeria'],algeria,2
18,"About 8 kilometres (5 mi) to the east of Kasane is the village of Kazungula, where Botswana has 1.6 kilometres (1.0 mi) of frontage to the Zambezi river immediately below its confluence with the Chobe River.",Kasane,botswana,Kasane,18,botswana,kazungula,['zambia'],botswana,2
423,Ramotswa's main industry is a wheat flour mill.,Ramotswa,botswana,Ramotswa,423,botswana,ramotswa,['botswana'],botswana,2
368,"Ouargla (Berber: Wargrən, Arabic: ورقلة) is the capital city of Ouargla Province in the Sahara Desert in southern Algeria.",Ouargla,algeria,Ouargla,1113,algeria,ouargla,['algeria'],algeria,2
285,"According to the 2011 census, Sauce had a population of 6,132.",Sauce,uruguay,"Sauce, Uruguay",285,uruguay,sauce,['uruguay'],no,2
574,"Its local name, Ronton, is derived from ""London"" written in Gilbertese according to its phonology.",London Village,kiribati,"London, Kiribati",1319,no,london,"['canada', 'united states', 'united kingdom']",united kingdom,2
428,"Bobonong has a population of around 19,000.",Bobonong,botswana,Bobonong,428,botswana,bobonong,['botswana'],botswana,2
722,"Present-day Annaba grew up on the site of Aphrodisium, the seaport of the Roman city Hippo Regius.",Annaba,algeria,Annaba,1467,algeria,annaba,['algeria'],algeria,2
551,"From the 17th to early 20th century, Dushanbe grew into a market village controlled at times by the Beg of Hisor, Balkh, and finally Bukhara, before being conquered by the Russian Empire.",Dushanbe,tajikistan,Dushanbe,551,tajikistan,dushanbe,['tajikistan'],tajikistan,2
31,"In the Stadium of Mu'minobod, many sporting events are carried out, and holidays are celebrated.",MÅ­âminobod,tajikistan,Mu'minobod,31,tajikistan,mu'minobod,['tajikistan'],tajikistan,2
160,"To the east of Reggane there was, until 1965, a rocket launching site where numerous civilian and military ballistic rockets were launched.",Reggane,algeria,Reggane,905,algeria,reggane,['algeria'],algeria,2
260,"The Roman citadel, Castellum Tingitanum, was a city of the Roman province of Mauretania Caesariensis.",Chlef,algeria,Chlef,1005,algeria,castellum tingitanum,"['france', 'spain']",algeria,2
214,Istaravshan has a continental Mediterranean climate (Köppen Dsa).,Istaravshan,tajikistan,Istaravshan,214,tajikistan,istaravshan,['tajikistan'],tajikistan,2
425,These form today's Aden Governorate.,Aden,yemen,Aden,1170,yemen,aden governorate,['yemen'],yemen,2
326,"Punta del Este also hosted the 1967 American Summit attended by U.S. President Lyndon Johnson, and the start of the Uruguay Round of international trade negotiations in 1986 that led to the creation of the World Trade Organization in 1994.",Punta del Este,uruguay,Punta del Este,326,uruguay,punta del este,['uruguay'],uruguay,2
120,"Nearby Bethioua was the Portus Magnus (""Great Port"") under the Roman Empire, although the name was used on Arzew's coat of arms under French colonial rule.",Arzew,algeria,Arzew,865,algeria,bethioua,['india'],algeria,2
535,"Khorog is 2,200 metres (7,200 ft) above sea level in the Pamir Mountains (ancient Mount Imeon) at the confluence of the rivers Ghunt and Panj.",Khorugh,tajikistan,Khorog,535,tajikistan,khorog,['russian federation'],tajikistan,2
231,Wadi Ahwar flows into the sea near here.,Aá¸©war,yemen,Ahwar,976,yemen,no,['myanmar'],yemen,2
341,"The village is named after the Tsetsebjwe hill, and lies at the foot of this hill.",Tsetsebjwe,botswana,Tsetsebjwe,341,botswana,no,['myanmar'],botswana,2
147,Las Piedras is a city in the Canelones Department of Uruguay.,Las Piedras,uruguay,"Las Piedras, Uruguay",147,uruguay,uruguay,['uruguay'],uruguay,2
360,"As of 2021, the population of Siġġiewi was 9318.",SiÄ¡Ä¡iewi,malta,SiÄ¡Ä¡iewi,360,malta,siÃ¤Â¡Ã¤Â¡iewi,['spain'],malta,2
83,Artigas is a centre for trading grain crops (primarily maize) with Argentina and Brazil.,Artigas,uruguay,"Artigas, Uruguay",83,uruguay,artigas,['uruguay'],uruguay,2
48,Dolores is a city in the Soriano Department of western Uruguay.,Dolores,uruguay,"Dolores, Uruguay",48,uruguay,uruguay,['uruguay'],uruguay,2
468,"The words Rio Branco mean ""white river"" in Portuguese.",RÃ­o Branco,uruguay,"RÃ­o Branco, Uruguay",468,brazil,rio branco,['uruguay'],brazil,2
155,"Luqa (Maltese: Ħal Luqa, [ˈħal luːʔa], lit.",Luqa,malta,Luqa,155,malta,luqa,['malta'],malta,2
504,"In Al Hazm, the climate is hot and dry.",Al á¸¨azm,yemen,"Al Hazm, Yemen",1249,yemen,al hazm,['yemen'],no,2
420,It is situated approximately 170 km (110 mi) east of the Bab-el-Mandeb strait and north of the  Gulf of Aden.,Aden,yemen,Aden,1165,yemen,no,['myanmar'],no,2
459,"[1] Guadalupe lies 1.5 km northwest of Agostinho Neto, 10 km east of Neves and 11 km northwest of the capital São Tomé.",Guadalupe,sao tome and principe,"Guadalupe, SÃ£o TomÃ© and PrÃ­ncipe",1204,sao tome and principe,guadalupe,"['costa rica', 'peru', 'brazil', 'panama', 'philippines', 'mexico', 'portugal', 'spain', 'colombia', 'united states']",sÃ£o tomÃ© and prÃ­ncipe,2
613,"Constantine is regarded as the capital of eastern Algeria and the commercial centre of its region and has a population of about 450,000 (938,475 with the agglomeration), making it the third largest city in the country after Algiers and Oran.",Constantine,algeria,"Constantine, Algeria",1358,algeria,constantine,"['algeria', 'united states']",algeria,2
500,The main attraction in Mochudi is the Phuthadikobo Museum which is perched at the top of a hill and holds a rich history of Bakgatla tribe and Batswana in general.,Mochudi,botswana,Mochudi,500,botswana,mochudi,['botswana'],botswana,2
179,"It has two markets, Anna Regina Old Market and Anna Regina New Market; a community centre which is now being transformed into a multipurpose sports stadium; three public schools, Cotton Field Nursery School, Cotton Field Secondary School, Anna Regina Multilateral School; a University of Guyana Institute of Distance and Continuing Education campus and a privately run religious-academic school Al-Madinah Islamic Academy.",Anna Regina,guyana,Anna Regina,179,guyana,anna regina,['guyana'],guyana,2
27,Mafhaq had a population of 1239 according to the 2004 census.,Mafá¸©aq,yemen,Mafhaq (Sanaa),772,jordan,mafhaq,['jordan'],yemen,2
573,"In 1939, the island reverted to Britain and Londres was anglicised to London.",London Village,kiribati,"London, Kiribati",1318,united kingdom,london,"['canada', 'united states', 'united kingdom']",united kingdom,2
626,Kang also provides access to the Kgalagadi Transfrontier Park in the south-west and the Central Kalahari Game Reserve in the north-east.,Kang,botswana,"Kang,_Botswana",626,botswana,kang,['botswana'],botswana,2
528,"The majority of Hukuntsi's population are Bangologa people, a Tswana clan (List of Sotho-Tswana clans).",Hukuntsi,botswana,Hukuntsi,528,botswana,hukuntsi,['botswana'],botswana,2
346,The town and the mine are served by the Jwaneng Airport.,Jwaneng,botswana,Jwaneng,346,botswana,jwaneng,['botswana'],botswana,2
803,It thrived as a market town and the Ottomans established the Wednesday market in Ibb.,Ibb,yemen,Ibb,1548,yemen,ibb,['yemen'],yemen,2
883,"N'Gaous has cold and rainy winters and heat and drought in the summer, indeed the coldness is mentioned by ancient historians.",NâGaous,algeria,N'Gaous,1628,algeria,n'gaous,['algeria'],algeria,2
601,Al-Rahabah had a population of 1311  according to the 2004 census.,Raá¸©abah,yemen,Al-Rahabah,1346,yemen,al-rahabah,['yemen'],syria,2
779,"Dawran Aness District (Arabic: مديرية ضوران آنس) is a district of the Dhamar Governorate, Yemen.",á¸awrÄn,yemen,Dawran Aness District,1524,yemen,yemen,['yemen'],yemen,2
720,"The city was the seat of the former Roghun District, and is part of the Districts of Republican Subordination.",Roghun,tajikistan,Roghun,720,tajikistan,roghun district,['russian federation'],tajikistan,2
856,"Aïn Turk (Arabic: عين ترك) nearby Bouira (Algeria) is a commune in Bouïra Province, Algeria.",BouÃ¯ra,algeria,"AÃ¯n Turk, BouÃ¯ra",1601,algeria,aÃ£Â¯n turk,['azerbaijan'],algeria,2
243,Shakawe is awakening from its former status as a sleepy little outpost on the Okavango.,Shakawe,botswana,Shakawe,243,botswana,shakawe,['botswana'],botswana,2
675,"C.Rames explains in his book Beni-Abbes (Oran Sahara): Historical, geographical and medical study (1941) that the origin of the name comes from the name of the tribe of the city's first occupant : ""Forty years after the death of Sidi Othman, in the distant Saguia el-Hamra (Western Sahara), El Mahdi Ben Youssef from the tribe of Beni Abbes"".",BÃ©ni AbbÃ¨s,algeria,BÃ©ni AbbÃ¨s,1420,algeria,beni-abbes (oran sahara),['india'],algeria,2
312,Atlántida started in the beginning of the 20th century as a resort for the elite class of Montevideo and remained so until the mid-1950s.,AtlÃ¡ntida,uruguay,"AtlÃ¡ntida, Uruguay",312,no,atlÃ£Â¡ntida,['united states'],uruguay,2
435,"Panj (Tajik: Панҷ) is a city in southern Tajikistan which is situated on the Afghan border, some 252 kilometres (157 mi) south of the capital Dushanbe.",Panj,tajikistan,Panj,435,tajikistan,panj,['tajikistan'],tajikistan,2
829,Timizart is a town and commune in Tizi Ouzou Province in northern Algeria.,Timizart,algeria,Timizart,1574,algeria,tizi ouzou province,['algeria'],algeria,2
463,"Tighennif is a town and commune in Mascara Province, Algeria.",Tighenif,algeria,Tighennif,1208,algeria,tighennif,['algeria'],algeria,2
308,"The town was founded on 12 October 1821, under the name of San Pedro del Durazno, as a homage to Brazilian Emperor Pedro I, at a time when the territory of present-day Uruguay had been annexed to Brazil as the Cisplatine Province.",Durazno,uruguay,Durazno,308,uruguay,uruguay,['uruguay'],uruguay,2
430,Bobonong is the headquarters of the Bobirwa Sub District and is an hour's drive from the Tuli Block area where the Northern Tuli Game Reserve is located.,Bobonong,botswana,Bobonong,430,botswana,bobonong,['botswana'],botswana,2
370,It is one of the oldest towns in Uruguay and the capital of the Colonia Department.,Colonia del Sacramento,uruguay,Colonia del Sacramento,370,uruguay,uruguay,['uruguay'],uruguay,2
301,Tadjenanet is located 75 km south-west of Mila and 18 km from Chelghoum Laïd on the RN 5 connecting Algiers to Constantine.,Tadjenanet,algeria,Tadjenanet,1046,algeria,tadjenanet,['algeria'],algeria,2
181,"Jilikul (Tajik: Ҷиликӯл) is a village and jamoat in the Khatlon Region, Tajikistan.",JilikÅ­l,tajikistan,Jilikul,181,tajikistan,tajikistan,['tajikistan'],tajikistan,2
618,It is the seat of the Shahrinav District.,Shahrinav,tajikistan,Shahrinav,618,tajikistan,shahrinav district,['tajikistan'],tajikistan,2
585,"Although Don Lascano had a much smaller portion of land, the village used the name as it was on the signed official papers.",Lascano,uruguay,Lascano,585,no,no,['myanmar'],no,2
101,"The town of Souk Ahras, as its region, was home to people of the Aterian culture from the end of the Middle Palaeolithic to the early upper Palaeolithic Ages.",Souk Ahras,algeria,Souk Ahras,846,algeria,souk ahras,['algeria'],algeria,2
780,"Marib (Arabic: مَأْرِب, romanized: Maʾrib; Old South Arabian: 𐩣𐩧𐩨/𐩣𐩧𐩺𐩨 Mryb/Mrb) is the capital city of Marib Governorate, Yemen.",Ma'rib,yemen,Marib,1525,yemen,yemen,['yemen'],yemen,2
296,"Francistown is located at the confluence of the Tati and Ntshe rivers, and near the Shashe River (tributary to the Limpopo) and 90 kilometres (56 mi) from the international border with Zimbabwe.",Francistown,botswana,Francistown,296,botswana,francistown,['botswana'],zimbabwe,2
706,"Vahdat (Tajik: Ваҳдат) is a city in western Tajikistan, on the bank of the Kofarnihon River, 21 km east of Dushanbe.",Vahdat,tajikistan,Vahdat,706,tajikistan,vahdat,['tajikistan'],tajikistan,2
461,"It is suspected that Hulbuk, a medieval town, housed the Banijurids, a Turco-Iranian dynasty from the eastern region of Central Asia.",Hulbuk,tajikistan,Hulbuk,461,tajikistan,hulbuk,['tajikistan'],tajikistan,2
800,"Ibb (Arabic: إِبّ, romanized: ʾIbb) is a city in Yemen, the capital of Ibb Governorate, located about 117 km (73 mi) northeast of Mocha and 194 km (121 mi) south of Sana'a.",Ibb,yemen,Ibb,1545,yemen,ibb,['yemen'],yemen,2
110,"After Algeria's independence in 1962, the town was renamed Naciria, after a locally born ALN fighter nicknamed ""Si Nacer""; nevertheless, it is still unofficially widely known as Laazib.",Naciria,algeria,Naciria,855,algeria,algeria,['algeria'],algeria,2
377,"Paysandú is more cosmopolitan than most Uruguayan cities, with many settlers from Italy, Switzerland, Poland, Germany, Russia, Ukraine, Belgium and various African nations.",PaysandÃº,uruguay,PaysandÃº,377,uruguay,paysandÃº,['uruguay'],uruguay,2
428,"Berrouaghia's historical significance dates back to the Roman Empire, known as Tanaramusa Castra.",Berrouaghia,algeria,Berrouaghia,1173,algeria,berrouaghia,['algeria'],algeria,2
126,"The name Lentsweletau translates as a Lentswe = Rock (or rocky hill), le = and, tau = lion.",Lentsweletau,botswana,Lentsweletau,126,botswana,no,['myanmar'],botswana,2
147,"Batna (Arabic: باتنة, Bātnah, Berber languages: Tbatent) is the main city and commune of Batna Province, Algeria.",Batna City,algeria,Batna (city),892,algeria,batna,['philippines'],algeria,2
239,"Dawran Aness District (Arabic: مديرية ضوران آنس) is a district of the Dhamar Governorate, Yemen.",á¸awrÄn ad Daydah,yemen,Dawran Aness District,984,yemen,dawran aness district,"['taiwan, province of china']",yemen,2
355,The town was founded as 'Villa Independencia' by Decree of 16 April 1859.,Fray Bentos,uruguay,Fray Bentos,355,no,no,['myanmar'],uruguay,2
602,"Al-Shihr (Arabic: ٱلشِّحْر, romanized: al-Shiḥr), also known as ash-Shir or simply Shihr, is a coastal town in Hadhramaut, eastern Yemen.",Ash Shiá¸©r,yemen,Al-Shihr,1347,yemen,yemen,['yemen'],yemen,2
209,"According to the 2011 census, Juan Lacaze had a population of 12,816.",Juan L. Lacaze,uruguay,Juan Lacaze,209,uruguay,juan lacaze,['uruguay'],uruguay,2
140,"Konibodom has a hot, dry-summer continental climate (Köppen climate classification Dsa).",Konibodom,tajikistan,Konibodom,140,tajikistan,konibodom,['tajikistan'],tajikistan,2
448,"Historically, the name Hajjah referred to a district rather than a town.",á¸¨ajjah,yemen,Hajjah,1193,yemen,hajjah,['yemen'],yemen,2
365,Bayt Marran  had a population of 3161 according to the 2004 census.,Bayt MarrÄn,yemen,Bayt Marran (Sanaa),1110,yemen,bayt marran,"['palestine, state of']",yemen,2
243,"Ar Radmah District is a district of the Ibb Governorate, Yemen.",Ar Raá¸mah,yemen,Ar Radmah District,988,yemen,ar radmah district,['yemen'],yemen,2
567,Barbacha is a commune in northern Algeria in the Béjaïa Province in the Kabylia region.,Barbacha,algeria,Barbacha,1312,algeria,barbacha,['algeria'],algeria,2
864,"Formerly a Phoenician trading post, then a Numidian and Roman port, Collo became under the Hammadids the port of Constantine.",Collo,algeria,Collo,1609,algeria,collo,['algeria'],algeria,2
